Ticker_gse,Stock Name_gse,Value_gse,Date Value_gse,yearQuar_gse,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE,DOW JONES UTILITY AVERAGE,S&P 500,GROCERY AND PHARMACY PERCENT CHANGE FROM BASELINE,PARKS PERCENT CHANGE FROM BASELINE,RESIDENTIAL PERCENT CHANGE FROM BASELINE,RETAIL AND RECREATION PERECENT CHANGE FROM BASELINE,TRANSIT STATIONS PERCENT CHANGE FROM BASELINE,WORKPLACES PERCENT CHANGE FROM BASELINE,Value_jodi,month,year,COAL PRODUCTION TOTAL U.S._shortene,U.S. CRUDE OIL PRODUCTION_shortene,U.S. TOTAL ENERGY CONSUMPTION_shortene,LONG-TERM INTEREST RATES_interates,SHORT-TERM INTEREST RATES_interates,SINGAPORE JET KERO VS SINGAPORE GASOIL SWAP_enerfutup,BRENT CRUDE OIL (DOLLARS PER BARREL),WTI CRUDE OIL (DOLLARS PER BARREL),Polarity
COP,CONOCOPHILLIPS,54.67,2/24/2021,2021Q1,10547.4,31961.86,13630.55,825.65,3925.43,-5,5.478947368,6.168032787,-14,-25.96153846,-18.12808461,,2,2021,48.69,13.5,8.19,1.26,0.11,,66.85,63.21,-0.166632055
MRO,MARATHON OIL CORPORATION,11.84,2/24/2021,2021Q1,10547.4,31961.86,13630.55,825.65,3925.43,-5,5.478947368,6.168032787,-14,-25.96153846,-18.12808461,,2,2021,48.69,13.5,8.19,1.26,0.11,,66.85,63.21,-0.166632055
BP,BP P.L.C.,25.3,2/24/2021,2021Q1,10547.4,31961.86,13630.55,825.65,3925.43,-5,5.478947368,6.168032787,-14,-25.96153846,-18.12808461,,2,2021,48.69,13.5,8.19,1.26,0.11,,66.85,63.21,-0.166632055
PXD,PIONEER NATURAL RESOURCES COMPANY,150.06,2/24/2021,2021Q1,10547.4,31961.86,13630.55,825.65,3925.43,-5,5.478947368,6.168032787,-14,-25.96153846,-18.12808461,,2,2021,48.69,13.5,8.19,1.26,0.11,,66.85,63.21,-0.166632055
VLO,VALERO ENERGY CORPORATION,75.81,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
XOM,EXXON MOBIL CORPORATION,55.05,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
MPC,MARATHON PETROLEUM CORPORATION,55.77,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
OXY,OCCIDENTAL PETROLEUM CORPORATION,26.06,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
CVX,CHEVRON CORPORATION,99.63,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
PSX,PHILLIPS 66,85.53,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
COP,CONOCOPHILLIPS,52.1,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
MRO,MARATHON OIL CORPORATION,11.16,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
BP,BP P.L.C.,24.23,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
PXD,PIONEER NATURAL RESOURCES COMPANY,145.24,2/23/2021,2021Q1,10432.98,31537.35,13403.11,835.85,3881.37,-4.9375,1.769633508,6.403258656,-17.18181818,-27.61538462,-18.46760895,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.16,61.66,-0.139501911
VLO,VALERO ENERGY CORPORATION,74.25,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
XOM,EXXON MOBIL CORPORATION,54.3,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
MPC,MARATHON PETROLEUM CORPORATION,54.85,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
OXY,OCCIDENTAL PETROLEUM CORPORATION,26.47,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
CVX,CHEVRON CORPORATION,98.39,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
PSX,PHILLIPS 66,83.96,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
COP,CONOCOPHILLIPS,50.88,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
MRO,MARATHON OIL CORPORATION,10.2,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
BP,BP P.L.C.,23.63,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
PXD,PIONEER NATURAL RESOURCES COMPANY,139.47,2/22/2021,2021Q1,10416.13,31521.69,13381.42,830.38,3876.5,-8.166666667,-17.17874396,7.419421488,-19.58333333,-33.72,-18.66232227,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.73,61.67,-0.073033068
VLO,VALERO ENERGY CORPORATION,71.53,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
XOM,EXXON MOBIL CORPORATION,52.37,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
MPC,MARATHON PETROLEUM CORPORATION,53,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
OXY,OCCIDENTAL PETROLEUM CORPORATION,25.42,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
CVX,CHEVRON CORPORATION,95.8,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
PSX,PHILLIPS 66,82.31,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
COP,CONOCOPHILLIPS,48.42,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
MRO,MARATHON OIL CORPORATION,9.45,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
BP,BP P.L.C.,22.87,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
PXD,PIONEER NATURAL RESOURCES COMPANY,133.94,2/19/2021,2021Q1,10415.12,31494.32,13274.21,846.51,3906.71,-11.83333333,-28.2079646,11.92781316,-27.91666667,-35.68,-26.43645084,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.84,59.12,-0.149397385
VLO,VALERO ENERGY CORPORATION,67.83,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
XOM,EXXON MOBIL CORPORATION,52.02,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
MPC,MARATHON PETROLEUM CORPORATION,51.22,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
OXY,OCCIDENTAL PETROLEUM CORPORATION,25.28,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
CVX,CHEVRON CORPORATION,95,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
PSX,PHILLIPS 66,80.05,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
COP,CONOCOPHILLIPS,47.69,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
MRO,MARATHON OIL CORPORATION,9.12,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
BP,BP P.L.C.,22.46,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
PXD,PIONEER NATURAL RESOURCES COMPANY,133.01,2/18/2021,2021Q1,10386.65,31493.34,13049.7,857.98,3913.97,-16,-33.67281106,14.68134172,-33.25,-38.36,-34.40470588,,2,2021,48.69,13.5,8.19,1.26,0.11,,64.09,60.4,-0.15638003
VLO,VALERO ENERGY CORPORATION,68.12,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
XOM,EXXON MOBIL CORPORATION,52.85,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
MPC,MARATHON PETROLEUM CORPORATION,51.89,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
OXY,OCCIDENTAL PETROLEUM CORPORATION,26.73,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
CVX,CHEVRON CORPORATION,95.92,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
PSX,PHILLIPS 66,80.64,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
COP,CONOCOPHILLIPS,49.36,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
MRO,MARATHON OIL CORPORATION,9.58,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
BP,BP P.L.C.,23.58,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
PXD,PIONEER NATURAL RESOURCES COMPANY,136.2,2/17/2021,2021Q1,10412.33,31613.02,13098.94,853.06,3931.33,-12.94444444,-24.46190476,12.87733888,-28.83333333,-32.65384615,-33.09176471,,2,2021,48.69,13.5,8.19,1.26,0.11,,65.02,61.09,-0.17084092
VLO,VALERO ENERGY CORPORATION,66.96,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
XOM,EXXON MOBIL CORPORATION,52.04,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
MPC,MARATHON PETROLEUM CORPORATION,51.46,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
OXY,OCCIDENTAL PETROLEUM CORPORATION,26.46,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
CVX,CHEVRON CORPORATION,93.13,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
PSX,PHILLIPS 66,79.39,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
COP,CONOCOPHILLIPS,48.85,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
MRO,MARATHON OIL CORPORATION,9.55,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
BP,BP P.L.C.,23.18,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
PXD,PIONEER NATURAL RESOURCES COMPANY,136.16,2/16/2021,2021Q1,10408.78,31522.75,13180.74,851.2,3932.59,-18.83333333,-29.97235023,16.57983193,-35.58333333,-35.65384615,-42.0415677,,2,2021,48.69,13.5,8.19,1.26,0.11,,63.96,60.07,-0.14127339
VLO,VALERO ENERGY CORPORATION,64.74,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
XOM,EXXON MOBIL CORPORATION,50.52,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
MPC,MARATHON PETROLEUM CORPORATION,50.46,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
OXY,OCCIDENTAL PETROLEUM CORPORATION,25.39,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
CVX,CHEVRON CORPORATION,92.55,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
PSX,PHILLIPS 66,77.23,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
COP,CONOCOPHILLIPS,47.16,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
MRO,MARATHON OIL CORPORATION,8.97,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
BP,BP P.L.C.,21.91,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
PXD,PIONEER NATURAL RESOURCES COMPANY,132.29,2/12/2021,2021Q1,10404.83,31458.4,13175.09,857.1,3934.83,-6.764705882,-30.02597403,11.14194915,-25.41666667,-32.96153846,-23.79429251,,2,2021,48.69,13.5,8.19,1.26,0.11,,62.47,59.5,-0.175800115
VLO,VALERO ENERGY CORPORATION,64.55,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
XOM,EXXON MOBIL CORPORATION,49.84,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
MPC,MARATHON PETROLEUM CORPORATION,49.76,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
OXY,OCCIDENTAL PETROLEUM CORPORATION,24.98,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
CVX,CHEVRON CORPORATION,92.02,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
PSX,PHILLIPS 66,77.24,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
COP,CONOCOPHILLIPS,46.44,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
MRO,MARATHON OIL CORPORATION,8.75,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
BP,BP P.L.C.,21.37,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
PXD,PIONEER NATURAL RESOURCES COMPANY,129.87,2/11/2021,2021Q1,10365.44,31430.7,12953.73,864.79,3916.38,-10.33333333,-31.49769585,11.24795082,-26.5,-33,-25.11695906,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.09,58.22,-0.174698798
VLO,VALERO ENERGY CORPORATION,65.11,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
XOM,EXXON MOBIL CORPORATION,51.12,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
MPC,MARATHON PETROLEUM CORPORATION,49.81,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
OXY,OCCIDENTAL PETROLEUM CORPORATION,25.6,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
CVX,CHEVRON CORPORATION,92.52,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
PSX,PHILLIPS 66,76.72,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
COP,CONOCOPHILLIPS,47.25,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
MRO,MARATHON OIL CORPORATION,9.09,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
BP,BP P.L.C.,21.58,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
PXD,PIONEER NATURAL RESOURCES COMPANY,132.35,2/10/2021,2021Q1,10377.77,31437.8,12954.53,871.21,3909.88,-7.888888889,-17.65217391,9.16089613,-22.41666667,-33.23076923,-22.52397661,,2,2021,48.69,13.5,8.19,1.26,0.11,,61.17,58.69,-0.153222899
VLO,VALERO ENERGY CORPORATION,64.59,2/9/2021,2021Q1,10358.05,31375.83,12959.9,866.03,3911.23,-9.833333333,-18.82926829,9.063394683,-26.66666667,-33.5,-22.28638498,,2,2021,48.69,13.5,8.19,1.26,0.11,,60.74,58.34,-0.12896992
